pays,region,lat,lon,ndvi,ndwi,temp_surface,albedo,soil_texture,slope,altitude,distance_water,distance_road,surface,fertility,value_per_ha,opportunity_score,culture_recommandee
italie,sud,36.242568642522684,12.792135197166772,0.44422119147784184,-0.04166955415426016,17.54936103521731,0.23289033541432685,0.454421553213997,4.991341820258933,439.56624564271067,4.78038222611454,6.306698757298172,33.68096257625801,52.89126166012451,28809.553264834867,53.00071175241733,pomme_de_terre
france,centre,46.29730607184167,3.2873924393258527,0.2087287577565068,0.4126516603461509,34.94860189862561,0.3403079333941166,0.9124009396674537,2.698341880687786,561.6578542575145,6.040028015434956,2.719334433923918,16.433917345233695,38.86230510288706,31101.80678601047,46.58235006470143,pomme_de_terre
espagne,centre,37.64915188620085,-2.673811517254607,0.20159396690202802,-0.04975520007956624,32.66388548114523,0.2864767990221902,0.1772398017416904,1.8432622301918633,392.3915464364356,0.784892081015402,14.681168828666163,29.594541265393417,49.44073601283566,24860.184003208913,45.425364768785236,pomme_de_terre
tunisie,sud,34.64499390143386,11.245822034532129,0.7995926886517006,0.23659851535906545,15.257692855080187,0.19819518309002565,0.4987496051516437,0.11954299914093815,696.9128521842028,2.5383761889189222,0.04307360322211741,3.18653089624368,76.37528308339093,7582.516985003455,79.2405636676938,tomate
italie,centre,41.23653353874836,16.218324272975714,0.04187632392118268,0.1377897706284445,28.516019358644456,0.19560128966756624,0.706669559035178,0.32382464098343544,624.868176771015,40.75071885079468,1.3240269425705204,14.959762225567358,35.166248770079974,32363.174532630386,20.171385872478933,pomme_de_terre
italie,sud,41.52824400679462,16.69981169011227,0.7192063710197347,0.5473287677888865,19.23733350751921,0.30789764008461873,0.47883242914628776,4.358533737591607,751.8885215883741,0.03228497225976101,0.8336277372620977,34.368084520296875,67.90161656448285,33012.45263805519,83.17642206339559,ble
tunisie,centre,36.02964568165824,8.437768506869618,0.2530103479160559,0.06147588572062501,33.06919322779956,0.17138651513343817,0.26739819936345577,5.232236585316724,279.6858439804415,0.7404164470946495,6.600988147899873,2.7602222149318694,51.00688055315557,12120.825666378667,48.798496181027744,pomme_de_terre
tunisie,sud,35.94979138879893,7.544198257642483,-0.03785373756887861,0.0864785466814933,22.1600994328746,0.24729307914846016,0.17633740874548198,11.063394194640146,280.5605722193822,7.3574325728597865,1.5450554657137197,5.297283426412811,38.91954683228625,5335.172809937175,44.5641455228385,pomme_de_terre
italie,nord,44.56240783584335,14.89565616679653,0.2894634429795221,-0.021060972170776182,32.262597947022485,0.38443592760928214,0.8250684260484341,15.799305883633375,5.786305225591359,25.83222567846675,0.15672384697244035,34.00553242903652,27.136579093258288,30854.631637303315,33.124845017288116,olivier
italie,nord,38.72526237213821,14.103341643847227,0.17630782549720758,0.4052918643985947,23.375643453629934,0.3022328127673113,0.03665285936865825,7.207226131431929,169.740901280921,9.325355510990919,4.564445012286866,28.60735062200719,50.03626801975126,40014.507207900504,49.17751568677188,pomme_de_terre
tunisie,sud,36.49642936162359,10.954853830199406,0.6458532212394945,0.314214963024046,30.420315170740125,0.2963762721866735,0.6747326004345766,3.3583496203815666,180.2231255550768,1.5768267347868172,2.2349875419313983,39.288880040512204,64.18484609597401,6851.090765758441,80.11410685347053,mais
italie,sud,38.89604656353411,13.214653230450157,0.039202144417892576,-0.1400415437743386,38.379215506746434,0.2884868291114432,0.4085093311500885,1.7257013572044078,56.3791579096959,13.194445969526411,4.646974785495611,11.081843535975857,27.220752335243663,21621.810653868226,33.56186037865222,olivier
espagne,nord,43.665318940084134,-6.709399046253603,0.10293081842335305,-0.18182860390517477,29.153215295203555,0.2685061035849949,0.5143858176779323,13.510614066610243,355.1625652080707,0.0024729286402318095,4.4768367643523135,38.02972501641281,33.91537004973707,25174.61101492112,51.69340156234491,pomme_de_terre
espagne,sud,42.892352982567935,0.2687142581663764,0.7600071719092671,0.7466792501995807,44.85143661576446,0.21303099049022997,0.8805724905500465,1.1728578965161414,756.1166734112868,0.08618883651596448,3.924855593418175,36.267919708214826,51.15674572283669,32370.158631307746,73.7267850099725,pomme_de_terre
espagne,nord,36.94582645733151,-2.5171920667030667,0.1877398494052191,0.7325261892633652,25.960553064984758,0.3324274829492939,0.8510036980608089,3.4296433404757343,694.7963980517839,34.41762285490694,0.5936524781428856,45.34721985316156,29.05921981982685,23717.765945948053,29.286262279239963,pomme_de_terre
espagne,sud,37.68850414802092,-1.5396505154747144,0.09567294147254302,0.44525287939886343,30.230208086998488,0.11297584022320283,0.18673095918607385,3.5287143642936885,441.33914372085235,16.37439903907703,7.857694263883841,31.52926637129474,42.818456373074945,29701.906039383983,38.294742280297314,pomme_de_terre
espagne,sud,38.68531594065261,-6.3832763134330515,0.5334439446082782,0.2590974957076229,27.092634810169713,0.2984611663935903,0.4039992151420668,8.356696967532061,166.37416501920103,53.95162383853471,5.606467615014701,42.33122895069836,54.43660059375547,33419.712190001745,19.170700533726134,ble
france,sud,47.683788672077455,6.430343591335225,-0.1906153736363472,-0.16214884478427527,30.981263168415296,0.2610665825431957,0.7658507348337622,0.08039294576103113,399.3336360836851,14.862660384476815,8.892270430649553,7.537117289886509,17.93135489924475,37362.24519458461,23.640699698668037,pomme_de_terre
italie,sud,37.568040789455466,16.868084743633872,0.9111796894053197,0.09720263396189788,21.931531116320762,0.14078130691881588,0.11017951196580644,0.5666609222477306,770.2203242425954,3.299944936265644,7.090183950219544,49.681136820119846,78.0808879784312,35862.648633960736,81.60343990297767,tomate
italie,nord,39.59662756899225,6.960708254629686,0.06905290769558009,0.30097216522799625,19.123771288343526,0.17472217010747482,0.2624616344214348,13.966862249280954,103.50892536343706,28.900607615336,2.8590863149940313,18.226996190922446,43.952041207405266,37580.81648296211,31.691673694650568,pomme_de_terre
espagne,centre,37.4018371580129,-8.19359279308077,-0.11005002286254202,0.07519393503609084,44.627823974221,0.23361251777745204,0.7330215593699754,11.836207276002424,108.39856070045535,4.109955479772439,8.102654852038519,4.380028760713234,24.2520863782602,18563.02159456505,34.39171884157888,olivier
france,nord,48.48854134571293,-3.179536713450758,0.6083716406500113,0.39601025053234035,29.10488531333428,0.34305443563280746,0.9789321847532041,11.047219208264995,295.1292154969513,7.0590313905613105,1.2760492063253632,12.103477433610841,47.327043445798395,43797.16955060927,64.78119011579517,ble
espagne,centre,39.47975112020842,-7.769112856095754,0.4305391896535851,-0.21934323070035233,29.29191627630659,0.3355803158928179,0.1374632302074773,6.0140695595828095,476.5992441512465,22.272275761559776,3.1660166372999603,44.79822276199868,42.024345833078954,23006.086458269736,40.89915942716152,pomme_de_terre
italie,centre,42.79422741462933,16.796779558035585,-0.07946175842141248,-0.2524254855136787,22.178297987229733,0.20787356034484988,0.4836354668305467,2.492792308917654,660.2144374859186,2.072083971499846,2.3777929521297234,22.718869184172835,32.94268807333878,31518.221467868734,48.788993135415474,pomme_de_terre
italie,nord,36.33739212734068,10.147352752962743,0.949177389414986,0.24995175880162562,29.244957720240734,0.12142038830983347,0.025113045639483134,2.0480470983451893,42.08859803224642,16.630236213196635,0.5487497248504705,34.56000741803503,74.67779355506948,49871.1174220278,73.76169202088685,tomate
espagne,centre,37.91460280741886,2.0143506188290576,0.3235066012560797,0.40298737917965294,39.91703617705291,0.17627230633306512,0.6200868273565971,2.4138117455985126,18.67196347828939,21.420547967435258,2.431871426716225,32.669743591408526,41.28560464014925,22821.401160037312,39.55090817204874,olivier
italie,nord,45.3280531536052,11.234492844403057,-0.13705368347881308,0.1214449748880998,37.02814274768117,0.3646228797026164,0.9844047022359221,2.574725465928609,166.77542960615943,2.3677675677995174,4.650971628338856,43.468352384373915,28.480062984898225,31392.02519395929,48.65889836664559,olivier
france,centre,47.79347592701265,0.6161613069825238,-0.1848062895055666,0.1683869159925871,22.415406771574087,0.15098246450987604,0.9026568143968352,6.895338813984825,236.14774171398852,5.410253201676928,1.2574989824558513,22.03852148174409,29.891885122087626,27962.15979273067,46.049269461470324,pomme_de_terre
france,centre,44.12515592521727,7.839550005725519,0.37359841731487425,0.17699365101930237,16.644257963931295,0.16889215661998924,0.6506165525034028,6.308161295843961,459.13807853583467,0.4411468795805001,0.2433995163041289,39.214850330271176,58.09741285418425,37834.094498964485,65.50767553173844,pomme_de_terre
espagne,nord,42.678101430316374,-8.358380763395255,0.6736202819116954,0.15977581506015864,16.656030599953226,0.1141015938883262,0.7589636835620458,2.0482795885078873,139.06383044622447,2.201295291485405,7.812270251976297,21.622084281786897,65.3463013592029,34603.89040776087,70.9996956794482,ble
tunisie,nord,33.45713897812115,8.920164813471253,0.09004267329238058,0.6186840348625444,40.578339214013056,0.19207807986298459,0.782998344071256,7.103601528682199,508.1882004229924,3.235092922716298,1.2997957737223649,30.94138060521463,30.06415321171534,6405.132256937227,49.48782193996947,pomme_de_terre
france,sud,42.46427831473879,6.006628552396222,-0.18197526800184094,0.48281668031889585,37.4340488104672,0.20499298619375406,0.2756623437231036,1.9201742703755598,162.0581660432973,5.460547883709529,5.145770658085567,19.6347603300108,34.72406975787868,46598.23836683327,43.57539839828591,olivier
italie,sud,38.98942673404843,14.577510942594131,0.3791226106586702,0.3017543620572,27.69209475154395,0.31618641358775645,0.7208397301323973,13.146617545492546,562.8885891289294,10.515998789383953,3.180453538200691,8.8676546471274,43.55311343299318,26194.87176123809,43.1273236723841,pomme_de_terre
france,centre,46.57656003700051,2.7264699124114307,-0.154686082316245,0.6154693806538274,20.18384716120609,0.2025871702877962,0.8576779714086377,9.01660486164484,674.1524353294902,4.902739122048745,0.4067828277142058,47.41191645219033,26.500852845235997,26775.2984958326,50.9988872592817,pomme_de_terre
france,sud,44.740575583834435,-0.34722269764072244,0.49947629373231167,0.3048874425422949,29.055062040777628,0.2038296119852219,0.1325467957576898,2.3756466801157448,483.58503255872273,2.3153320105637323,2.3755186890450184,21.748790264016204,68.45764204419665,65151.70312430815,62.62079717351408,mais
espagne,nord,38.74102023602235,-1.2251235825020306,0.4058792325632969,-0.11562814834319868,30.657131931807754,0.10130775835508757,0.3670386987490938,3.962221916896742,689.9834733395708,2.9997037156638786,0.09368277926960294,34.652844314001534,48.318467394459525,29495.540218337857,58.91449525456661,pomme_de_terre
france,centre,48.75444241403215,3.085570194831286,0.6154929098584694,-0.0022546256831439404,20.676254549103486,0.340055019295197,0.03971495935213154,3.3616931626716666,568.1957108098952,15.464673942111364,2.7217210337428748,7.861731595876318,59.79877442013264,38429.571047046426,61.17162959690192,ble
espagne,centre,37.032784711003934,-2.0969886915874403,0.21207643937306364,0.4772030999712424,16.169057807493903,0.12070073557321473,0.9379820868389769,1.5521502621646153,132.9835075610207,13.178422081310476,5.482910182401811,14.262101759033225,40.390144356250666,22597.536089062665,38.641751350922235,pomme_de_terre
espagne,sud,43.75344783364052,-5.831342903612954,0.5317537371362322,0.2465875431341567,36.30032784156317,0.36670080149180484,0.22353839442657386,6.462922512821912,430.35901826930126,22.282431226571518,2.5940097210812603,43.89236161087991,54.229381804524266,33353.40217744776,46.16439190297578,pomme_de_terre
italie,centre,36.96959270813017,13.02546303251049,-0.10414033151148462,0.5306692189400259,19.245854940528478,0.20226903452181388,0.10274023596542659,0.08637298426372533,342.34975732706295,10.761503571677373,2.3110934729470927,42.0260646205912,41.48375530777185,34763.827016953306,49.616493895521856,pomme_de_terre
tunisie,nord,37.33325301809592,9.99540398640279,0.699219020413141,0.6002811137955393,37.51485638355031,0.29962412830918683,0.7213780476767832,2.5679789653092793,378.6497770645381,11.450457062507622,0.025147080324272486,33.022597397580526,46.22437887659821,7697.950310127856,66.4812811529504,pomme_de_terre
france,centre,42.12590386096331,3.222738125812878,0.9297350931208925,0.7760695354748635,36.117569981362564,0.24781570047433257,0.614236168344726,1.1237318356523556,135.64179142447256,5.052157556723634,0.9522278822400475,6.71179588024257,55.91841132304186,37071.443963064645,68.96837765548248,olivier
tunisie,centre,33.023062215637744,10.525166077345073,0.5010589742157228,-0.05023855168944716,24.064970746148056,0.2385709171208326,0.6457556009009872,1.2620374075007466,24.50734256519773,8.139698082003624,0.07618084617454356,46.31032503179096,47.543538634841724,11705.224636181008,57.098526052617615,ble
tunisie,nord,33.33812790235222,10.922029439064964,-0.1769226716696421,-0.18063791752755642,41.12662716976763,0.25623954654743947,0.7731465418877914,5.2067890429470705,229.9382044757734,4.232271331533404,0.3152587979617328,12.88972013873101,17.526943939228172,5402.155515138254,41.09925930682568,pomme_de_terre
espagne,nord,42.88920011933566,-2.719051103946363,0.42414051537231506,-0.00508891986597948,32.498625065911156,0.30529752756743145,0.82185607515363,2.170650735719298,685.882400002573,5.460656593230934,1.8242205055217162,39.971581661651314,42.94658169117261,27883.97450735178,54.25323605835439,pomme_de_terre
tunisie,sud,34.62275951254345,7.713763549364424,-0.017858757682748583,0.39278161082218527,37.92874132759101,0.15266491532476065,0.9813896362883955,4.018330152084398,272.3459841281501,20.713090406168217,3.3459172622731206,27.35629671152451,25.86004648495463,4551.602789097278,31.93454286938747,pomme_de_terre
italie,sud,43.12837510842546,7.03191748747373,0.7150598831873347,0.24406219324300876,44.97674417052287,0.15947058633121494,0.45651763543169543,2.6242175661677796,65.08279191637918,2.0428225767244252,2.9967405092299257,10.822842842748726,64.65087755413654,32102.24571515823,73.49606214843112,mais
france,centre,48.15675197310554,1.9318375279643485,-0.0284675349337144,0.18987977234320091,34.688012890001914,0.3761241633245537,0.5137718790957401,0.07752833326721673,428.5629540150847,41.01940838152391,1.555680325919437,26.65681070260883,35.24633454640245,29836.217091240855,22.109659347020372,pomme_de_terre
espagne,sud,38.83611208395726,-7.923874650529228,0.18015559669787212,0.05897244784464528,28.888787221768354,0.25022461270421215,0.4258602018838099,6.031934627493335,25.35702083421487,0.5663975237837406,0.43854917905459423,16.901968266539505,47.71460333683248,31268.673067786396,56.60288766614849,pomme_de_terre
france,sud,44.0125324860917,5.981199937403609,0.39423680534237665,0.1802129398732672,38.27360456476167,0.3816439778654117,0.27723833107122897,5.470297391640186,135.1805313855774,10.238565258132065,1.191242678887219,2.936308534927014,47.15829135440478,53437.06024492263,45.58041162626105,olivier
italie,sud,36.770358401485055,15.821977303252847,0.6829061392693185,0.5322911184395223,23.69705878336401,0.2096431914988961,0.1144626710179133,10.988018963866885,384.3602930648772,9.29944115516183,2.362544203070394,19.678770959062152,58.45350733368201,30366.98205343096,67.98003205584348,ble
espagne,nord,38.13115277579472,-8.85124325004621,0.531601624861457,-0.13794305933205495,42.54282096097528,0.21346944022405465,0.50909110134304,17.619534963312983,674.8994385713942,2.7885106574184877,1.5380927906515365,22.785276213339262,39.20074524856442,26760.223574569325,51.60787755837821,pomme_de_terre
italie,nord,36.28955653798444,10.222196035507126,0.5084364458042328,0.4839878885441004,39.59004718440931,0.10455622327187873,0.757341308510452,5.413025504639123,700.0078595708458,9.615113384547772,3.4510403005362478,21.272189686564943,41.46828309990366,36587.31323996146,45.17937583832737,pomme_de_terre
italie,nord,39.94052970294498,7.4185278800143974,-0.11397461373262552,0.5906194808424188,21.020644965443676,0.2906737396970914,0.40444324056769254,40.392243901367465,543.5691148138914,0.6857173628994215,10.808553975454329,15.065200997086636,33.64224001621022,33456.89600648409,40.14709420827253,pomme_de_terre
italie,centre,36.99630622160569,17.93462746838766,0.38822228703550715,0.5465876231623721,38.92145869082698,0.28983089830617276,0.7203309262098903,8.872188658368206,452.7356861835603,4.921301314106982,0.7274067730963995,19.6579357198075,39.843401403783595,34140.49253343777,50.4505649467983,pomme_de_terre
italie,nord,44.32470222380629,13.774942256464719,0.12451146343971325,-0.1261661891040576,26.94984297402236,0.30415491363166713,0.5120683600871869,2.915036587104944,203.10958761228068,2.247986940066572,0.22453210405037038,11.1944890033064,40.066445321461664,36026.57812858467,51.35495362014565,pomme_de_terre
france,nord,42.33806345641187,5.311665749650334,0.21237018763394183,0.2792587302992648,41.600616198961006,0.2519272313458415,0.26524523137449796,11.108124057577431,526.9834394751235,9.443097007495641,4.431981147559833,46.569702181028845,41.802660416381144,41311.197187371516,49.520700699576665,pomme_de_terre
italie,centre,42.62610296095328,7.020709824726742,0.8102716940893957,0.007285783787845557,28.881919524322445,0.2777588562953427,0.5191694020677199,3.1433385453712197,720.7213171686008,3.303915187812907,8.284316657897186,36.2940142497443,62.45104218919937,42731.39603189576,71.47696667687174,ble
france,centre,42.034808055795565,-0.6603554298275673,0.21146350933795788,0.7801943720010043,15.786890500149081,0.3830520333461316,0.26263585501712794,2.486581695860425,361.44841861114793,7.133690587746576,1.9537414445822092,4.76226468779223,44.38746288162043,33035.61200856715,46.40342870481447,pomme_de_terre
tunisie,sud,36.633856673411955,7.681828455371347,0.4560728101501417,0.6398946251066246,27.902505423474913,0.29783006265255557,0.7201265219558366,12.819521383767054,393.7315691609148,0.9938870477801608,3.4532789166619224,20.503729572558996,45.30192419865351,5718.1154519192105,53.02282139147616,pomme_de_terre
espagne,nord,37.38434282713768,-4.7271002841798415,0.3826112059299949,0.02511443520682599,27.881310629592345,0.10095632226161783,0.5415518760122456,2.5498635222096517,108.67416986164153,0.2756320612308466,11.20905027260523,30.851018525058386,53.49512944947839,31048.538834843523,51.152481166274676,pomme_de_terre
france,sud,46.47406346005823,1.6056877745675981,0.7978928202460711,-0.22354573195340793,43.96370325824715,0.13337425269230668,0.19844087724721904,6.456776450579157,603.6887668926041,0.3358870126408211,2.949909532816635,31.410781508555388,57.43744672636036,59090.5956994982,76.05531019995797,pomme_de_terre
espagne,sud,40.25386085423751,-7.5512217689499685,0.7958060636964028,0.29728753537019187,24.59808457496976,0.34413175086225006,0.09074585057557649,2.0478444306119497,509.9709455661492,6.658010602544417,3.2148822537730357,26.511933203595902,75.5292806293713,40169.36980139882,77.30570868678635,tomate
espagne,sud,37.76801597306122,1.4385991399958158,0.5638516818854871,0.27307879429375775,23.08650896982422,0.292650485582138,0.0677448069328973,1.9566437151457068,193.36486769814582,8.113085478303482,5.099125423430509,20.807997876678858,67.38135284711811,37562.0329110778,54.930201182024895,ble
tunisie,centre,36.807015475080824,9.693727767096313,-0.018838901384842927,0.448169883997604,42.98103274411598,0.25781791128494125,0.14699123039615825,7.178845065389234,512.6222324629332,12.35422532573709,2.007236818007413,25.92986232807416,34.40711671274332,10128.8540055292,42.675913338401934,pomme_de_terre
espagne,nord,43.35057528454382,-2.777457603089024,0.1693701043813277,-0.11648833095418074,33.12238846529669,0.24196645958324606,0.3898300122185103,0.9531380873550959,37.76343258072971,6.069530161996175,1.0651252724490905,9.529842669962601,38.366991469311316,26510.097440793394,46.635492227770825,olivier
france,nord,44.10069867117406,4.890546050105543,0.1958121674608953,0.3202891664311062,31.859202786705545,0.201941324212766,0.8561480805619824,0.7427127400571253,284.2617355222142,4.0348035324591915,2.9915480156054084,16.933770381003256,46.09909239843461,43244.59157929557,50.8087403706247,pomme_de_terre
tunisie,nord,37.220311154452375,7.9466424059287375,0.3122527141888059,0.314803227133799,41.58090483250818,0.24828799785581104,0.9771313028657072,3.372078586702928,714.5027384893592,16.221883505500923,1.920403509559732,8.730640309335207,37.601623242647136,7008.129859411771,37.69996122024047,pomme_de_terre
italie,nord,43.842058291178475,9.331247886112237,0.30676456360449783,0.10972836541454789,37.45507765112143,0.18980918564881105,0.4896515142529274,22.354390964697966,780.0626651539542,0.10853343940931093,1.8186077250206831,21.989191677489014,42.26764421903398,36907.0576876136,54.40488821853373,pomme_de_terre
france,sud,49.27828482568121,-0.22061887433501237,0.07275941723195667,-0.2808682195766337,31.743349815546985,0.2513394703560435,0.5259767146627002,3.736145712669628,16.710454091586158,17.89808125916539,0.11609755752977619,37.596766101705725,23.925067914806583,40658.78735314362,38.549721884359954,olivier
espagne,sud,37.890496368769924,-0.7888965048521914,0.4678197021406996,0.670299532295076,15.908072672271484,0.23879976063980005,0.03150124297636203,5.123155347992867,163.08110492778826,1.540387076729334,0.6795996143265973,15.259130512235965,62.914593779745815,36132.67000951866,61.382773692471915,mais
france,centre,43.66170865568259,0.8363307149411865,0.3774032683304474,0.6457800810701879,42.94198409163699,0.13127869907160228,0.31066497377474567,7.750304061105022,733.1196492624879,18.62258468272892,1.7443766356170158,29.914816821773744,37.90754052502007,30767.639183757023,40.43466442669907,pomme_de_terre
espagne,sud,41.1796597633202,-5.978343888450978,0.2739015102293151,0.06633422263532834,19.040878735836962,0.39011875839793186,0.20454596394330304,2.6492981401039413,418.05150401745897,3.3425614327497937,7.3531201564630955,22.013468647003794,56.665150751427234,34132.84824045671,52.208712798946216,pomme_de_terre
espagne,nord,40.87422843758285,-1.7389988306845225,0.46544731882812657,-0.19336290504805614,24.929892385283686,0.33869676586953024,0.15059436405570858,7.651458111146718,75.44712555357584,8.847851247774571,1.3197370450449601,23.937680540880685,45.58613115480582,28675.839346441746,50.06636308922258,pomme_de_terre
france,centre,46.05295155438047,7.542433552330142,0.6782295461125845,0.6576292632506815,21.668408687570313,0.32553648564895543,0.40154616015861355,0.8571104658820823,38.55219791451559,12.512501766729695,4.093913032553841,1.1981228111216735,55.55150654019894,36943.02728906963,58.9819378207028,ble
espagne,sud,43.637283654357375,-6.928093066209923,0.29931889714741616,-0.2798471311525133,35.481014122993514,0.21198208523604647,0.1309030282334348,4.760967961627175,795.7318123239327,23.534119114089375,1.1493025345022723,45.501173223434975,34.763096323913,27124.190823652156,39.205581304182886,pomme_de_terre
france,centre,43.76777913240597,-2.5890808633849285,-0.02703266267638521,-0.1605586730441354,33.71121838928699,0.3027151614852851,0.8869102203077229,11.82515287060177,438.94140912674874,1.1088244843147903,1.432864180736598,29.936591609008346,23.063439769661862,25572.203919381653,47.94821168569372,pomme_de_terre
france,nord,43.09342299903712,-0.9028365175284936,0.11862307488635998,0.547994274737434,22.4132615165995,0.287739678139863,0.316274320981044,20.682792701076917,24.90010189875047,15.271812869570546,7.629537470446664,24.005889944273076,33.324053656366495,37495.824145364924,34.04740232877664,pomme_de_terre
espagne,nord,41.34418735952089,1.4205157973561207,-0.151261894738811,0.055913049743734344,27.89319681523149,0.2989856963176367,0.6356480994739264,16.92786693583992,391.2266771820763,3.3865716493136166,4.86837770417983,27.072220981198495,26.643054878316654,22992.916463494996,43.66335970640132,pomme_de_terre
tunisie,sud,34.20166574365165,9.432442483313181,0.10590834248730396,0.43702643348453346,44.29205181061093,0.30101701932068087,0.9539483918333403,3.7237568472002396,547.8167157786085,29.550121673029018,2.18098733569531,46.1093331295377,28.09110501681794,4685.466301009076,31.114730042167647,pomme_de_terre
tunisie,nord,33.446923667290264,9.026843878033652,0.8807639645654088,-0.058145883916466135,17.618153580314203,0.28062863578453123,0.4487269834298261,0.7941705931655613,630.9062440546143,10.816074517903754,2.0710337396853773,14.615213792946196,62.4553817558438,8996.430540467503,67.72210583281358,ble
italie,nord,39.499137290789186,18.08499756305436,0.8080192384996128,0.7145506666463779,35.00295791052385,0.36053686235416027,0.6398651653475366,3.148694668649799,666.8780670786307,11.682881544818633,4.971609480822494,32.216100845979426,48.09783836267891,39239.13534507157,61.94858487483097,pomme_de_terre
italie,centre,46.0915034872366,11.510425653090616,0.7873966289820482,0.36136947229905875,27.34366811908624,0.30133775561491855,0.7265072028522745,0.9905473626217318,71.40364779997111,19.67367812909589,0.07344615969694537,25.222161755286894,60.2217281064503,41884.256680451115,64.30441883711865,ble
espagne,sud,36.49589520109105,-3.324488706044682,0.3856458845194433,0.4424373719099938,16.016497742698736,0.26751833822250926,0.38867813533370144,3.60396534659122,614.2843663436934,3.2557537693244765,0.3809383807080091,11.884712027690394,60.605642212017266,35393.80550784553,58.79644558264362,mais
france,nord,44.73773192319547,-2.1275074220136974,-0.011007593908839736,-0.28630103139971835,15.196762878480365,0.37906857408220473,0.8807417349242708,5.516621453545717,522.0332627742642,4.840223435494501,4.204661441732785,34.825254716727294,26.4098678771813,34384.44054473158,44.694169075864316,pomme_de_terre
espagne,nord,40.90281030727345,-4.347628335021145,0.17264385489294148,0.4156099262001843,26.556316288252194,0.3266790960014131,0.4542384768157386,5.013189682009621,16.739596955295077,19.227608319596424,10.249755404748008,44.480595766926065,42.597384296876086,27779.215289062824,36.264611227690324,pomme_de_terre
france,sud,48.75601054307126,4.998441341124327,-0.025410159616121447,0.6450289975863275,34.544117293911924,0.1355492586635495,0.24002602068031353,16.26552353630585,450.6270261629992,4.808590856067571,1.0518883772339442,22.036488044430158,29.883936932264827,43936.16531274566,46.70254086250734,pomme_de_terre
tunisie,nord,36.543966599921795,8.618075907900323,0.7114513001593283,0.12499962540688814,17.28738786377164,0.2688961513451934,0.9973777066671902,6.903213514279112,107.98581310385504,27.38794246094222,10.502031200645915,41.097719444389554,51.448485496057735,8115.878839684619,47.75595004094843,ble
italie,sud,44.199959514209354,16.78333286907908,-0.19471425097831402,0.5883981871431854,16.9587879617953,0.20625375542632446,0.5205590857533257,1.4781193094607084,551.4386283996481,8.889313661293022,7.9861568341615214,41.801720295166426,32.12231917856307,22994.249369997662,41.55612965032723,pomme_de_terre
